MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20,MFCC_21,MFCC_22,MFCC_23,MFCC_24,MFCC_25,MFCC_26,MFCC_27,MFCC_28,MFCC_29,MFCC_30,MFCC_31,MFCC_32,MFCC_33,MFCC_34,MFCC_35,MFCC_36,MFCC_37,MFCC_38,MFCC_39,MFCC_40,MFCC_41,MFCC_42,MFCC_43,MFCC_44,MFCC_45,MFCC_46,MFCC_47,MFCC_48,MFCC_49,MFCC_50,MFCC_51,MFCC_52,MFCC_53,MFCC_54,MFCC_55,MFCC_56,MFCC_57,MFCC_58,MFCC_59,MFCC_60,ZCR_prom_1,ZCR_prom_2,ZCR_prom_3,ZCR_prom_4,ZCR_prom_5,ZCR_prom_6,ZCR_prom_7,ZCR_prom_8,ZCR_prom_9,ZCR_prom_10,ZCR_max_1,ZCR_max_2,ZCR_max_3,ZCR_max_4,ZCR_max_5,ZCR_max_6,ZCR_max_7,ZCR_max_8,ZCR_max_9,ZCR_max_10,Amp_prom_1,Amp_prom_2,Amp_prom_3,Amp_prom_4,Amp_prom_5,Amp_prom_6,Amp_prom_7,Amp_prom_8,Amp_prom_9,Amp_prom_10,Amp_max_1,Amp_max_2,Amp_max_3,Amp_max_4,Amp_max_5,Amp_max_6,Amp_max_7,Amp_max_8,Amp_max_9,Amp_max_10
-0.2282012469036044,-1.4636551197264671,-0.8277673571508971,0.9143031155220835,-1.0717348063318286,-1.0132330375702447,0.8914112638562556,1.3066517355982545,-0.9773434843702128,-0.3585230719940287,0.9449268298216728,0.08281898706942224,0.5881343484828196,-0.7486236110888361,-0.009620899137515466,0.5964598404350652,-0.41156255651346774,-0.4097433836146693,-0.02575922622080724,0.17631573297261707,0.38062716849455014,-1.0874814775977497,0.9812092525732758,-0.30708127201356455,0.06973067884887683,1.2885045395503563,-0.4464445318648256,-0.48501855165625335,-1.0555297013416673,-0.4026605511507514,0.5132766249222552,2.0478516307692427,-0.7352102553106291,-2.774496902914093,0.1496706969580739,1.009957914372903,0.740992761990943,0.8162863816996013,-0.16429511547911232,1.065155643641069,1.126242051723082,1.1900016027845843,-0.4894134028049128,-1.2609828522318347,0.10693800185507556,0.037583239825800294,-0.035070117469829576,-0.01156197072181584,0.29578429474098183,1.1341511295353435,1.6296667931909838,-0.7494922700469688,0.24147287585284516,-0.04989201660162519,0.3970477877004095,-0.4880498715713487,0.16123413376243287,0.2074161935094774,0.43175178904634925,0.2644958393491112,0.9256499150627381,0.9244614875792608,0.006887594893687115,-0.970226472357995,0.6207172651888904,0.8512255166203007,-0.3531333246458471,-0.24158309834832045,0.011035050978402875,-0.06308104764127186,-0.8187129339861892,0.29917965865969703,0.37029610385813294,0.5371696969778836,0.9852749309696236,0.9997278001156609,-1.008695325092416,-0.8450461858418913,-1.0780732415264207,-0.9512885957922872,-0.8439940497351067,-0.052530210369741405,0.012317980642381484,0.4526226275761014,1.476579116355438,1.3972618886456987,-0.03017775085578864,0.035767470775896,-0.9256908773096937,-0.8472008361682745,-1.1013510250126186,1.3492755819641087,0.5487821458699956,-0.1885369291390614,0.936499608245049,1.2572409284681434,-0.4032572094415155,-0.18396951578597226,-0.8329297600842347,-0.5850701667220475
